avggift,lastgife,pgift,ampergift,response
10.53,15,0.25,12.5,1
7.33,7,0.14,7.33,1
36.11,20,0.2,20,1
10.25,10,0.21,11.75,1
8.83,10,0.18,10,1
7.76,0,0.23,7.5,1
8.57,15,0.13,12.5,1
9.91,14,0.31,11.29,1
20,20,0.07,20,1
6.12,5,0.34,6.43,1
22.38,35,0.2,25.88,1
6.33,8,0.14,7.5,1
2.36,5,0.33,4.25,1
6.83,10,0.14,8.33,1
14.29,15,0.19,15.83,1
8.2,10,0.15,9,1
15,20,0.08,17.5,1
8.54,11,0.23,10.5,1
20,20,0.08,20,1
10,15,0.11,10,1
15,15,0.12,15,1
15.62,30,0.14,24.33,1
5.29,10,0.37,10,1
10.73,21,0.18,18,1
5.11,15,0.42,7.6,1
20,20,0.09,20,1
23.67,40,0.12,34.67,1
20.83,25,0.16,23.75,1
13.12,15,0.15,15,1
10,20,0.11,10,1
6.33,20,0.15,10,1
4.72,10,0.26,5.6,1
10,16,0.17,14.67,1
26.57,31,0.17,27.75,1
8.1,12,0.19,10.8,1
13.67,20,0.09,15.5,1
7.67,14,0.2,13,1
9.78,14,0.14,14,1
13.33,17,0.17,15,1
14.43,25,0.14,18.33,1
6.93,3,0.25,9,1
8.75,5,0.11,8.33,1
4.83,4,0.36,4.67,1
4,5,0.34,4.86,1
25,25,0.08,0,1
13,10,0.19,11,1
16,20,0.14,20,1
6.89,8,0.36,8.29,1
20,20,0.07,20,1
10.62,10,0.14,10,1
3.6,5,0.47,5,1
20,20,0.06,20,1
13.73,20,0.18,18,1
6.64,6,0.32,7.12,1
3.49,7,0.4,5.12,1
12.5,15,0.1,12.5,1
8.33,10,0.2,8.33,1
11.67,15,0.1,15,1
25,25,0.06,25,1
16.5,20,0.1,20,1
11.5,22,0.25,12,1
4.69,7,0.27,5.71,1
9.67,10,0.18,10.5,1
8.57,14,0.31,12.8,1
22.5,20,0.15,23.33,1
20,20,0.07,20,1
11.4,17,0.11,16,1
10.43,20,0.19,20,1
3.56,5,0.27,3.86,1
6.33,15,0.23,7.75,1
16.43,30,0.15,25,1
25,30,0.19,23.33,1
3.52,5,0.33,3.67,1
8.8,10,0.2,8.8,1
13.25,20,0.12,16.67,1
24.5,35,0.16,30,1
13.2,16,0.12,18,1
12,19,0.11,15,1
11.94,14,0.45,13.08,1
7.2,10,0.35,8.67,1
14,12,0.1,11,1
10.62,15,0.19,13.2,1
6.91,10,0.25,8.5,1
8.42,15,0.22,12.5,1
5.3,10,0.28,8.25,1
9.2,15,0.23,11,1
6.27,20,0.18,20,1
6,10,0.19,6.6,1
4.3,3,0.26,5.6,1
9.57,15,0.14,15,1
4.44,5,0.29,5,1
16.65,22,0.31,23.17,1
13.33,16,0.12,13.33,1
8.17,10,0.26,10.14,1
8.61,10,0.39,11.67,1
10.6,20,0.32,16.67,1
8.33,10,0.28,9.5,1
14,20,0.1,14,1
11,12,0.23,14,1
12.5,15,0.07,12.5,1
14.4,20,0.12,20,1
12,15,0.16,15,1
8.62,14,0.15,12.25,1
20,20,0.07,20,1
19.62,30,0.21,26.5,1
12,25,0.14,25,1
8.5,12,0.28,10.5,1
15.73,21,0.19,21,1
20,20,0.08,20,1
15.25,16,0.12,15.33,1
5.43,2.50E+00,0.46,7.5,1
5.58,10,0.38,10,1
6.42,10,0.19,7.33,1
6.15,8,0.23,7.83,1
14.5,19,0.11,18,1
3.97,4,0.43,4.17,1
21.35,25,0.71,25,1
70,75,0.07,75,1
12.31,30,0.18,16.67,1
5.71,3,0.29,7.14,1
5.17,5,0.25,5.5,1
3.71,5,0.23,3.83,1
8.37,10,0.52,10,1
13.33,15,0.11,13.33,1
4.56,5,0.3,5.4,1
32.5,35,0.07,32.5,1
11.6,15,0.14,15,1
11,25,0.13,20,1
5.8,6,0.22,5.75,1
13.27,24,0.28,24.25,1
10,15,0.15,13.33,1
8.58,6,0.22,7.17,1
20,20,0.09,20,1
16.71,25,0.13,21.67,1
20,20,0.09,20,1
13,16,0.07,16,1
5.27,5,0.4,5.56,1
7.17,15,0.12,11,1
9,15,0.09,11,1
12.73,15,0.31,16.43,1
16.67,20,0.17,19,1
3.72,6,0.33,4,1
7.55,3,0.17,9.25,1
3.06,5,0.3,3.6,1
13.6,18,0.1,17,1
10,15,0.13,14,1
9.54,8,0.41,9,1
20,25,0.1,17.5,1
18.75,20,0.07,20,1
7.94,6,0.27,9.25,1
6.85,12,0.2,10.5,1
10,15,0.1,12.5,1
15,15,0.07,15,1
21.67,25,0.12,25,1
20,20,0.08,20,1
6.17,7,0.2,7.5,1
10.36,15,0.3,14,1
13.88,20,0.2,8.2,1
4.83,7,0.27,5.75,1
6.44,10,0.24,8.25,1
30.75,50,0.15,58.33,1
6.92,10,0.18,9.25,1
11.62,12,0.18,12,1
9.67,17,0.09,12,1
10.73,15,0.17,13,1
6.67,7,0.36,7.62,1
9,10,0.2,11.5,1
9.89,15,0.16,15,1
12.5,10,0.11,12.5,1
6.58,12,0.17,10.5,1
15,15,0.07,15,1
20,20,0.1,20,1
10.83,15,0.12,15,1
10.5,6,0.14,15,1
22.5,25,0.08,22.5,1
20,20,0.08,20,1
8.67,15,0.15,15,1
11.18,12,0.29,11.33,1
6.93,10,0.24,9.5,1
12.5,20,0.1,12.5,1
16.14,25,0.24,17,1
21.67,25,0.12,21.67,1
9.69,10,0.2,12.4,1
9.67,15,0.09,12,1
8.5,7,0.3,7.25,1
10.71,10,0.24,11.8,1
4,3,0.22,4,1
15,20,0.09,20,1
25,25,0.08,25,1
6.75,8,0.19,8.4,1
2.64,10,0.45,6.67,1
26.88,25,0.16,37.5,1
10,34,0.19,34,1
15,15,0.08,15,1
15.44,26,0.27,21.5,1
9.83,15,0.16,11.75,1
9.94,15,0.21,10,1
15,15,0.07,15,1
8.33,4,0.35,9.9,1
21.67,20,0.11,25,1
12.71,10,0.13,14.25,1
25,20,0.13,25,1
12.17,20,0.13,16.33,1
5.82,0,0.24,6,1
22.8,32,0.1,29.5,1
5.73,4,0.32,6.43,1
15,15,0.07,15,1
7.21,12,0.23,10,1
20,20,0.07,20,1
6.71,10,0.26,8.75,1
5,3,0.29,5.57,1
9.6,10,0.22,11.33,1
9.2,15,0.13,15,1
20,20,0.08,20,1
8.04,10,0.32,9.43,1
15,15,0.08,15,1
12.38,10,0.19,14.25,1
5.86,10,0.29,10,1
6.56,5,0.23,7.5,1
2.94,3,0.35,3.4,1
11.32,10,0.21,18,1
5.3,10,0.26,9.33,1
5.87,5,0.25,7.5,1
17.89,24,0.47,24.5,1
15.21,19,0.23,20.5,1
11.33,15,0.14,15,1
6.08,5,0.36,9.67,1
25,25,0.07,25,1
8,15,0.12,15,1
5.48,10,0.43,7.5,1
4.29,5,0.25,10,1
9.67,15,0.12,9.67,1
5.73,8,0.17,8.5,1
5,5,0.24,5,1
21.67,25,0.09,21.67,1
10,15,0.1,12.5,1
7.25,11,0.18,7.67,1
27.29,43,0.19,39.6,1
10.18,11,0.29,11.2,1
14.43,20,0.12,20,1
17.92,25,0.19,25,1
15,15,0.08,15,1
10.12,14,0.25,13,1
3.41,3,0.4,3.33,1
4.36,5,0.33,5,1
22.5,25,0.08,22.5,1
13.3,14,0.2,14,1
3.61,5,0.65,3.92,1
23.39,25,0.24,22.5,1
9.5,11,0.36,11,1
8.33,10,0.14,7.5,1
4.71,6,0.19,7.33,1
10.9,20,0.19,18.33,1
24.78,25,0.17,25,1
21.17,30,0.1,30,1
12.5,20,0.09,20,1
12.53,10,0.26,20,1
6.41,10,0.3,7,1
14,17,0.11,14,1
7,6,0.19,7.25,1
5,5,0.22,5.8,1
14,25,0.11,14,1
26.5,30,0.07,26.5,1
8.88,15,0.14,11.67,1
11.33,13,0.19,11.33,1
10.6,5,0.29,10,1
10.6,25,0.13,18,1
11.29,14,0.19,12.6,1
9.06,14,0.26,10.8,1
8.42,10,0.17,8.33,1
6.33,10,0.35,7.38,1
8.56,15,0.16,11.67,1
33.33,50,0.07,37.5,1
4.62,7,0.25,7,1
15.3,20,0.18,17,1
12.21,13,0.25,15.43,1
15,15,0.13,15,1
16,16,0.08,16,1
14.7,17,0.17,15.67,1
11.25,15,0.18,13.5,1
7.5,10,0.16,7.5,1
25,25,0.05,25,1
9.86,15,0.14,12.25,1
8.95,6,0.32,9.67,1
22.5,25,0.09,22.5,1
24.29,25,0.12,26.67,1
8.06,13,0.27,10,1
7.2,9,0.17,9.33,1
8,10,0.25,10,1
9.68,15,0.31,12.67,1
15,15,0.07,15,1
9.67,16,0.16,11,1
7.08,13,0.34,13,1
9.7,20,0.18,17.5,1
5.83,3,0.21,7.25,1
13.2,16,0.11,15,1
5.53,9,0.27,8,1
10,20,0.12,16.5,1
10.82,15,0.16,13.75,1
9.29,23,0.19,22,1
11.71,30,0.27,23.33,1
9.47,14,0.24,13,1
5.75,10,0.26,8.67,1
20,20,0.08,20,1
4.58,10,0.23,5.25,1
11.67,20,0.19,18,1
6.22,10,0.33,9.33,1
15,15,0.08,15,1
9.52,8,0.33,10,1
8.79,14,0.3,12.25,1
3.63,5,0.44,5.2,1
10.62,17,0.15,15,1
9.07,10,0.2,10,1
10,8,0.17,10,1
15.67,25,0.1,15.67,1
13.33,25,0.11,15,1
15.4,10,0.12,13,1
23.33,25,0.08,25,1
5.53,15,0.38,15,1
10.14,10,0.22,10.83,1
14.57,15,0.12,15,1
8.83,10,0.2,11.5,1
8.92,12,0.23,10.25,1
4.14,4,0.22,4.33,1
20.86,24,0.12,32,1
3.75,7,0.35,4,1
5.36,5,0.27,6.14,1
6.92,10,0.24,9,1
8.97,5,0.3,6.67,1
17.5,25,0.14,25,1
13.11,30,0.23,27.5,1
8.31,12,0.32,10.67,1
15,20,0.1,15,1
9,10,0.16,8.67,1
8,5,0.31,5,1
8.79,10,0.19,14,1
5.67,6,0.32,7.25,1
15.33,20,0.15,17.5,1
22.29,35,0.14,30,1
10.46,10,0.19,13.5,1
8.19,11,0.44,10,1
11.36,20,0.17,20,1
12.5,15,0.18,12.5,1
7,10,0.27,8.5,1
27.14,20,0.12,15,1
9,15,0.14,11,1
25,25,0.06,25,1
9,13,0.18,10.5,1
17,25,0.12,24.5,1
14.08,26,0.18,25.5,1
12.2,14,0.12,13,1
27.5,30,0.08,27.5,1
11.53,21,0.2,16.33,1
8.36,15,0.16,15,1
27.5,25,0.06,30,1
4.55,5,0.35,4.55,1
5.5,6,0.22,5.4,1
24,25,0.17,24,1
9,12,0.16,11.4,1
11.14,16,0.14,15,1
20,25,0.12,20,1
5.12,5,0.37,5,1
7.8,10,0.19,8.75,1
10.4,11,0.21,10.5,1
10,14,0.23,14.33,1
9.57,12,0.27,10.33,1
4.44,5,0.25,5,1
9.07,9,0.24,14.17,1
10,15,0.17,12.5,1
9,12,0.13,12.33,1
5.18,6,0.32,6.33,1
13,16,0.09,13,1
15,20,0.09,15,1
50,50,0.05,50,1
22,24,0.12,25,1
16.43,15,0.16,20,1
12.44,25,0.25,12.33,1
5.14,5,0.3,6,1
6.5,6,0.24,7,1
16.29,15,0.16,18.4,1
5.09,5,0.35,5,1
10,15,0.1,10,1
19.88,30,0.25,28,1
10.06,15,0.23,15,1
22.5,25,0.09,22.5,1
17.19,15,0.2,17.67,1
10.5,10,0.16,10.5,1
12.53,20,0.21,20,1
10.11,15,0.17,15,1
10.41,40,0.3,20,1
9.89,6,0.4,7.89,1
12.4,18,0.14,14,1
12.6,20,0.19,15,1
10.38,12,0.3,12,1
7.39,8,0.29,8.8,1
17.5,25,0.07,25,1
12.12,10,0.15,10.67,1
8.86,7,0.2,8.67,1
4.1,5,0.3,5.75,1
11.06,14,0.27,15,1
10.89,25,0.14,20,1
12.5,15,0.08,15,1
16.86,20,0.17,20,1
16.67,25,0.09,25,1
3.17,3,0.35,3.43,1
9.83,10,0.43,10.75,1
4.8,5,0.21,7,1
8,12,0.31,10.5,1
9.7,12,0.29,10.67,1
14.7,15,0.14,13.33,1
13.33,10,0.13,15,1
7.33,10,0.24,8.2,1
9.5,12,0.26,11,1
10.13,13,0.38,12,1
8.75,10,0.12,10,1
3.75,5,0.26,4.4,1
15,15,0.08,15,1
9,10,0.2,9.33,1
15,15,0.07,15,1
5.23,5,0.75,4.78,1
8.68,9,0.93,10,1
11.33,12,0.31,13.6,1
27.5,30,0.11,27.5,1
20,20,0.07,20,1
8,10,0.15,8,1
12.25,10,0.17,13,1
20,20,0.07,20,1
3.69,4,0.26,4.2,1
6.33,10,0.29,6.67,1
16.33,25,0.15,0,1
10.69,20,0.28,16.67,1
12.6,20,0.1,20,1
4.65,5,0.34,6.8,1
10.5,6,0.14,15,1
20,20,0.09,20,1
5.47,7,0.29,6.8,1
8.57,0,0.25,8.33,1
20.94,25,0.25,20.29,1
3.41,4,0.39,4,1
6.67,11,0.22,10,1
19,25,0.08,25,1
12.22,15,0.14,12.5,1
17.8,27,0.49,22.69,1
9.62,15,0.15,13.5,1
12.33,17,0.1,16,1
24.06,32,0.23,29,1
18.33,25,0.07,18.33,1
9.25,10,0.17,10,1
9.86,15,0.14,12.5,1
9.92,14,0.18,12.67,1
11.67,15,0.13,15,1
6.25,10,0.17,5,1
15,15,0.08,15,1
6.16,5,0.23,6.75,1
9.2,9,0.19,9.2,1
9.75,13,0.24,11.12,1
10,15,0.1,15,1
8.4,10,0.21,7.5,1
7.94,17,0.37,16,1
4.67,6,0.28,4.86,1
11.67,10,0.11,12.5,1
5.2,20,0.38,6.75,1
6.16,5,0.43,5.83,1
10.12,15,0.16,11,1
14.33,20,0.13,18.33,1
17.5,25,0.11,25,1
3.96,4,0.37,6.2,1
15,20,0.19,18.25,1
4.5,5,0.28,5.43,1
9.59,27,0.35,24.33,1
15,15,0.07,15,1
3.11,6,0.35,4.25,1
5.33,7,0.21,5.33,1
7.25,10,0.16,7.25,1
15.1,15,0.18,0,1
8.35,14,0.43,13,1
5.81,7,0.26,6.5,1
15,25,0.09,25,1
20,20,0.08,20,1
8.5,15,0.29,15,1
10.25,10,0.19,10,1
7.2,9,0.38,10.05,1
17.38,26,0.15,23.67,1
15,15,0.09,15,1
7.71,10,0.3,8.78,1
14.18,12,0.17,15.25,1
11.54,30,0.19,30,1
5.54,5,0.25,7.25,1
10,10,0.17,10,1
11.25,15,0.12,15,1
7.55,11,0.23,9.8,1
11.82,14,0.25,14.86,1
15,20,0.09,15,1
6.35,12,0.27,12.33,1
5,5,0.22,5,1
11.29,16,0.13,15,1
13.17,6,0.19,17,1
11.4,13,0.14,13,1
9.89,16,0.17,14.67,1
13,6,0.12,20,1
8.73,10,0.41,10.8,1
4.29,5,0.22,4.8,1
8.42,10,0.17,11.5,1
3.16,5,0.62,4,1
9.7,15,0.17,13.67,1
3.27,20,0.35,11.67,1
17,20,0.1,20,1
8.12,10,0.24,8.29,1
10,10,0.16,11.67,1
16.09,10,0.16,23.33,1
16,20,0.1,15,1
13.78,12,0.15,11,1
17,19,0.17,16.75,1
8,7,0.28,7.71,1
24.44,50,0.14,37.5,1
20,20,0.07,20,1
10,15,0.1,10,1
15.4,24,0.13,20.33,1
7.6,10,0.17,7.6,1
18.75,50,0.15,30,1
5.07,5,0.26,6,1
6.3,7,0.25,6,1
9,9,0.21,9,1
16.5,20,0.08,16.5,1
7.83,15,0.24,9.83,1
11.22,14,0.13,12,1
3.59,8,0.4,5.17,1
15.22,20,0.18,19.33,1
8,5,0.31,10.2,1
6.93,5,0.22,5.4,1
8.23,9,0.34,9.29,1
5.57,8,0.33,7.67,1
9.93,14,0.14,10,1
7.54,6,0.25,9,1
8.77,10,0.22,10,1
9,10,0.2,9.67,1
5.35,5,0.47,6.57,1
7.08,9,0.22,8.29,1
15,20,0.09,20,1
6.96,10,0.37,9.38,1
17.23,10,0.37,28.33,1
16,16,0.08,16,1
12.33,15,0.11,12.33,1
8.07,10,0.48,13.5,1
17,25,0.09,20,1
21,33,0.16,31.33,1
7.8,15,0.16,10,1
19.52,30,0.28,26.88,1
22.25,19,0.09,17,1
15,20,0.09,15,1
21.25,35,0.09,32.5,1
14.8,20,0.17,14.8,1
7.82,15,0.17,12.5,1
3.36,3,0.42,4.18,1
23.73,35,0.14,40,1
6.75,7,0.15,6.75,1
12.33,20,0.13,20,1
4.25,5,0.32,4.43,1
7,10,0.17,7.33,1
28,30,0.09,30,1
14,20,0.11,18.33,1
5.62,10,0.22,8.75,1
6.25,8,0.24,6.6,1
13.57,18,0.13,16.33,1
12.5,15,0.1,12.5,1
11.08,20,0.2,18,1
8.58,10,0.21,11,1
11,15,0.1,15,1
10.67,10,0.14,10.67,1
11.75,20,0.12,14,1
9.6,6,0.17,10.5,1
4.53,4,0.27,4.57,1
15,15,0.08,0,1
10.08,10,0.23,12,1
14.75,20,0.21,20,1
12.5,15,0.15,13.33,1
8.33,6,0.17,12.67,1
6.71,5,0.16,6.67,1
9.44,10,0.19,9.29,1
10.09,15,0.17,14,1
8.83,5,0.11,10,1
9.8,15,0.14,9.67,1
122.17,219,0.12,79.67,1
9.17,20,0.11,20,1
15,15,0.08,15,1
10.89,10,0.18,13.33,1
5.75,5,0.15,5.75,1
5.5,7,0.25,6,1
8.75,14,0.15,8.75,1
3.38,5,0.36,4.14,1
10.21,13,0.42,13.17,1
20,20,0.09,20,1
8.64,11,0.16,8,1
15,20,0.09,15,1
10.4,25,0.16,13.67,1
10.63,19,0.57,13.38,1
18,25,0.16,35,1
20,20,0.08,0,1
12.83,20,0.38,15.33,1
4.73,6,0.3,4.25,1
14.88,25,0.12,25,1
6.42,8,0.31,7.8,1
9.5,16,0.12,13,1
10,13,0.15,10,1
3.08,3,0.32,3.6,1
9.75,11,0.15,11,1
6,9,0.23,9.2,1
10.55,15,0.31,17.83,1
4.58,10,0.38,8.4,1
20,20,0.08,20,1
15,15,0.08,15,1
15.06,25,0.23,18.33,1
7.31,10,0.22,10,1
10.73,13,0.24,13,1
8.5,15,0.14,14,1
6.21,6,0.26,6.8,1
50,50,0.09,50,1
9,6,0.18,10.75,1
6.6,10,0.28,8.33,1
12.5,15,0.1,12.5,1
15,20,0.09,15,1
8.75,10,0.16,8.75,1
12.2,19,0.12,16,1
2.59,5,0.62,2.67,1
6.38,6,0.22,8.33,1
15,15,0.08,15,1
2.58,3,0.49,3.15,1
9,11,0.19,10.33,1
10.36,10,0.2,12.67,1
7.33,10,0.2,15,1
30.29,40,0.13,35.5,1
5.56,6,0.45,5.8,1
11.19,15,0.49,15.17,1
9,15,0.11,11,1
12.8,15,0.16,12.67,1
5.43,5,0.28,6.25,1
6.5,5,0.15,8,1
20,10,0.13,20,1
15,15,0.4,15,1
10.5,10,0.17,10.5,1
5.22,6,0.32,5.5,1
3.7,3,0.47,4.5,1
5.07,5,0.55,5.2,1
10.2,11,0.21,11.25,1
7.38,10,0.23,8.4,1
8.45,10,0.17,11,1
9.75,16,0.11,16,1
9.38,12,0.14,10.67,1
15,15,0.06,15,1
10.55,13,0.16,12.33,1
11.44,17,0.26,16.5,1
5,5,0.32,4.2,1
4,3,0.35,4,1
5.06,3,0.28,5,1
22.5,25,0.07,25,1
3.52,6,0.41,6,1
10,20,0.11,20,1
2.88,3,0.26,3.25,1
22.2,35,0.14,31.67,1
12.83,25,0.12,22.5,1
10.82,10,0.14,9,1
20,20,0.11,20,1
14.82,20,0.15,18,1
16.2,10,0.13,17,1
16.4,20,0.14,19,1
11.09,17,0.15,17,1
20,20,0.07,20,1
8.33,12,0.17,10.67,1
8.53,10,0.35,9.67,1
12.22,10,0.16,16.2,1
19.86,40,0.11,35,1
7.8,6,0.4,9.2,1
5,5,0.45,5,1
20,20,0.07,20,1
15,15,0.08,15,1
7.75,12,0.18,11,1
7.84,3,0.38,7.25,1
11.55,15,0.22,13.33,1
7.5,10,0.23,8.75,1
11.67,15,0.08,15,1
15,15,0.09,15,1
41.83,100,0.14,100,1
7.7,10,0.29,9,1
10.36,13,0.17,11,1
17.92,25,0.16,25.2,1
7.26,10,0.31,7.5,1
12.29,10,0.26,12.29,1
10.44,10,0.41,13,1
20,25,0.09,20,1
9.4,10,0.21,9.4,1
13,20,0.1,16,1
14.25,20,0.12,14.25,1
6,10,0.32,6.8,1
7.87,15,0.23,15,1
12.5,15,0.14,11.67,1
7.52,10,0.36,10,1
15,15,0.08,15,1
14.5,20,0.1,20,1
6.8,10,0.19,5,1
12,14,0.15,12,1
6.29,10,0.36,8.4,1
4.5,6,0.4,4.67,1
7.67,15,0.16,11,1
4.02,5,0.37,6.2,1
450,450,0.03,0,1
5.71,5,0.37,6.25,1
5.53,10,0.28,5,1
10,13,0.24,12,1
7.29,10,0.19,10,1
11.22,15,0.15,13.33,1
12.83,15,0.13,13.5,1
6.38,7,0.21,6,1
7.61,8,0.31,8.57,1
8.77,16,0.19,12,1
5.23,5,0.25,5.71,1
10,15,0.1,10,1
14,25,0.14,14,1
22.79,10,0.34,12.5,1
9.1,15,0.17,15,1
13.67,17,0.2,16,1
25,25,0.07,25,1
11.8,15,0.1,15,1
9.68,12,0.3,10.4,1
10,15,0.1,10,1
8.35,6,0.19,11,1
10,15,0.1,10,1
5.13,5,0.35,5.29,1
20,20,0.08,20,1
10.59,10,0.27,8.5,1
17.33,25,0.56,21.33,1
57.5,100,0.11,73.33,1
19,21,0.15,17,1
11,10,0.13,6.5,1
20,20,0.08,0,1
27.09,20,0.36,25.17,1
4.9,3,0.29,4.6,1
5,6,0.22,5,1
10.31,16,0.22,15.67,1
6.08,20,0.18,13.5,1
6.91,10,0.34,8.5,1
13,16,0.09,13,1
12.07,15,0.21,15,1
6.83,10,0.21,8,1
12.48,20,0.37,18,1
7.04,10,0.33,10,1
10,10,0.21,10,1
20,20,0.08,20,1
15,15,0.08,0,1
13.57,25,0.12,25,1
9.86,16,0.44,14,1
3.58,10,0.33,7.5,1
9,9,0.13,9,1
5.33,5,0.49,5.44,1
3.47,10,0.54,4.1,1
7.67,10,0.29,8.25,1
4.2,3,0.49,6.29,1
25.57,29,0.12,30.5,1
12.5,20,0.1,12.5,1
15,20,0.1,15,1
13.82,10,0.17,10,1
7.64,12,0.34,11,1
25,25,0.06,25,1
16.5,19,0.09,18,1
16,17,0.06,17,1
18.71,25,0.14,25,1
11.58,20,0.24,19.33,1
5.08,7,0.36,6,1
7.08,10,0.21,10,1
20,20,0.06,20,1
7.75,5,0.17,8.33,1
23.33,25,0.07,25,1
11.19,17,0.32,15.5,1
9.23,9,0.23,10,1
10.38,15,0.28,15,1
15,15,0.08,15,1
11.25,24,0.14,17,1
9.41,10,0.25,10,1
25,25,0.07,25,1
25,25,0.05,25,1
9.36,15,0.19,12.33,1
12.5,10,0.12,15,1
6.14,6,0.2,6.33,1
16.25,20,0.15,16.25,1
10.76,10,0.28,10,1
6.27,24,0.44,7.38,1
7.05,11,0.29,10.33,1
12.75,15,0.11,17.5,1
9.09,15,0.16,15,1
11.33,24,0.17,21,1
20.88,25,0.13,25,1
6.11,15,0.18,5.75,1
10.69,10,0.21,11,1
9.29,15,0.15,13.33,1
12.5,10,0.13,18.33,1
7,8,0.17,6,1
25,25,0.09,25,1
25,25,0.07,25,1
6.67,8,0.36,7.67,1
18.75,20,0.11,21.67,1
11.29,12,0.15,12.67,1
8.31,10,0.22,10,1
5.58,7,0.31,5.44,1
13,16,0.08,13,1
10.5,6,0.14,15,1
11,20,0.11,14.5,1
20,20,0.06,20,1
10.06,17,0.21,17,1
17.43,15,0.18,14.75,1
20,20,0.07,20,1
8.45,14,0.26,13,1
11.4,12,0.17,11.4,1
5,5,0.45,5,1
5.64,5,0.19,6.8,1
25,25,0.07,25,1
11.14,10,0.11,10,1
9.25,10,0.35,8.83,1
25.12,25,0.16,22.5,1
16.33,17,0.13,16.33,1
17.5,25,0.08,17.5,1
6.27,12,0.22,12,1
11.43,15,0.17,15,1
9.71,13,0.21,12,1
9.25,10,0.14,12.33,1
15.25,20,0.13,15.25,1
3.26,2,0.34,3.78,1
11,10,0.16,15,1
12,17,0.11,17,1
25,25,0.06,25,1
5.33,5,0.3,5.33,1
15.33,20,0.11,20,1
25,25,0.06,25,1
6.2,6,0.25,8.5,1
15,19,0.12,19.5,1
8.33,15,0.12,10,1
9.41,20,0.36,11.8,1
4.96,8,0.21,6.5,1
9,14,0.2,12,1
25,25,0.08,0,1
6.19,4,0.43,6.44,1
6.57,5,0.25,7,1
37.2,18,0.07,0,1
8.95,12,0.3,11,1
13.65,20,0.21,20,1
6.88,12,0.36,10.5,1
6.72,10,0.25,7.5,1
25.68,3.30E+01,0.06,33.01,1
12.62,15,0.16,14,1
12.4,16,0.12,15,1
15,15,0.08,15,1
19.5,15,0.16,15,1
13.09,21,0.17,20,1
10.18,14,0.17,14,1
4.35,5,0.26,5,1
12.17,20,0.15,16,1
12.5,15,0.11,15,1
20,25,0.09,25,1
10.8,10,0.19,13,1
11.5,20,0.11,15,1
7.21,13,0.21,12,1
10.07,11,0.49,11.82,1
5.13,7,0.32,6,1
15.5,22,0.15,19.25,1
15.58,25,0.22,25,1
6.8,10,0.21,7.67,1
6.12,7,0.33,7,1
12.4,20,0.17,15,1
20,20,0.07,20,1
8.6,11,0.13,13,1
6.06,8,0.19,6.83,1
13.88,19,0.22,19.67,1
13.45,25,0.17,19.67,1
8.88,10,0.22,9,1
7.67,10,0.35,10,1
7.56,9,0.39,8.57,1
3.22,2,0.72,3.54,1
9.06,15,0.23,14.8,1
8,9,0.14,8,1
5.2,7,0.25,5.2,1
18.33,0,0.1,0,1
6.33,10,0.21,10,1
9.19,10,0.24,12,1
3.22,5,0.49,3.29,1
9.78,15,0.18,13,1
8,11,0.17,9.67,1
11.5,15,0.12,13,1
12.91,20,0.16,20,1
15.56,19,0.16,17.8,1
10.67,13,0.3,13.25,1
5.22,6,0.35,6.29,1
50,50,0.05,50,1
10.5,15,0.19,15,1
16.5,25,0.18,23.33,1
8.75,15,0.22,15,1
7.17,11,0.28,9.67,1
4.61,5,0.49,5,1
7.33,10,0.15,7.33,1
7,15,0.14,15,1
15,15,0.08,15,1
14.22,10,0.14,12.5,1
23,23,0.07,23,1
7.18,10,0.17,7.75,1
14.11,12,0.25,11,1
13,25,0.1,25,1
6.5,8,0.18,6.8,1
11.1,21,0.15,20,1
12.93,10,0.27,8,1
16.25,20,0.07,20,1
21,22,0.06,22,1
12.57,14,0.5,13.17,1
9.22,16,0.16,16,1
15,15,0.1,15,1
6.04,10,0.32,10,1
15,20,0.08,15,1
10,5,0.12,6.67,1
20,20,0.06,20,1
17.5,25,0.09,17.5,1
5,5,0.27,5,1
30.67,40,0.13,30.67,1
14.18,25,0.29,15.17,1
15,15,0.08,15,1
11.08,13,0.25,11.5,1
15.18,30,0.22,28.5,1
13,10,0.12,16,1
4.27,6,0.51,6,1
5.44,7,0.27,6.8,1
14.5,6,0.13,23,1
15,15,0.08,15,1
11.33,10,0.16,11.33,1
8.67,15,0.13,10,1
20,20,0.08,20,1
17.5,25,0.1,25,1
19.6,26,0.1,26,1
11.55,17,0.17,17,1
15,15,0.07,15,1
6.67,5,0.21,7.5,1
5.1,7,0.26,6.4,1
15.8,21,0.19,19.5,1
20,20,0.11,15,1
6.39,3,0.47,8.33,1
9.5,15,0.16,12.5,1
7.14,10,0.22,7.33,1
15.54,30,0.18,25,1
10,15,0.1,10,1
8.16,20,0.3,14,1
5.36,5,0.24,5.5,1
8.33,10,0.16,7.5,1
7.14,10,0.39,10,1
11.12,16,0.15,16,1
17.89,20,0.15,20,1
10.71,15,0.14,15,1
7.76,15,0.5,15,1
6.73,5,0.22,5.67,1
8.16,10,0.26,10.8,1
3.84,3,0.38,4.62,1
11.33,12,0.14,11.33,1
38,33,0.16,87.5,1
13.44,16,0.13,14.2,1
15,15,0.11,15,1
5.7,7,0.36,6.71,1
20.83,25,0.1,25,1
4,4,0.22,4.33,1
12.8,32,0.2,26.33,1
